Image,IOU
61837.jpg,0.019341564
64388.jpg,0.0
64638.jpg,0.0
64962.jpg,0.0
69611.jpg,0.0017156337
67372.jpg,0.0026057325
67132.jpg,0.0
67429.jpg,0.0
68102.jpg,0.0363207
67623.jpg,0.00040832994
62753.jpg,0.008115738
63800.jpg,0.295366
65396.jpg,0.057330415
68109.jpg,0.028190097
63376.jpg,0.006693896
62870.jpg,0.0
65323.jpg,0.03303685
62418.jpg,0.0
64913.jpg,0.011505073
62109.jpg,0.007899934
66413.jpg,0.018382354
64317.jpg,0.04853176
62423.jpg,0.07230359
69361.jpg,0.007802525
60828.jpg,0.09138436
64344.jpg,0.008738061
60846.jpg,0.00367934
67791.jpg,0.017198404
60441.jpg,0.1
60043.jpg,0.0027958993
66562.jpg,0.20168237
60426.jpg,0.0014618102
62375.jpg,0.06041083
64194.jpg,0.0018953753
66746.jpg,0.0
69171.jpg,0.0
65806.jpg,0.082700595
64572.jpg,0.0057897596
68485.jpg,0.020503178
69645.jpg,0.0077626836
60215.jpg,0.026188836
60413.jpg,0.0
62902.jpg,0.0056521273
65266.jpg,0.11698764
63994.jpg,0.05257583
62331.jpg,0.0
66621.jpg,0.0
64531.jpg,0.0036386158
61307.jpg,0.0616618
69448.jpg,0.030296128
69986.jpg,0.2281146
63436.jpg,0.0017366593
65777.jpg,0.04905826
61974.jpg,0.0019484737
68934.jpg,0.021775313
65018.jpg,0.012469734
66937.jpg,0.0
61651.jpg,0.10082961
69145.jpg,0.02745463
69195.jpg,0.00924327
64125.jpg,0.21446294
62030.jpg,0.0048480653
69496.jpg,0.0
63296.jpg,0.070998795
61247.jpg,0.0021294719
60213.jpg,0.0
64145.jpg,0.0011310795
63790.jpg,0.31442845
62155.jpg,0.11848341
65686.jpg,0.01922282
62924.jpg,0.05179283
69851.jpg,0.037783958
66053.jpg,0.0
62146.jpg,0.021250257
69419.jpg,0.0228208
67485.jpg,0.028450835
64554.jpg,0.19917771
61238.jpg,0.014023591
63325.jpg,0.064022385
68294.jpg,0.072949216
65367.jpg,0.017098732
66051.jpg,0.0
69807.jpg,0.054453295
61327.jpg,0.00052837364
62581.jpg,0.15162602
64115.jpg,0.0015691008
66310.jpg,0.01648146
64769.jpg,0.032780305
66932.jpg,0.01535682
63895.jpg,0.0
65049.jpg,0.056968294
69414.jpg,0.00199049
64640.jpg,0.0
64879.jpg,0.03122459
66870.jpg,0.0036343304
66415.jpg,0.011268567
62512.jpg,0.015204119
69701.jpg,0.0013872375
66217.jpg,0.042786498
66416.jpg,0.036823425
68255.jpg,0.009641056
66218.jpg,0.0036526648
65930.jpg,0.009288991
66701.jpg,0.0058831396
60296.jpg,0.014800759
65385.jpg,0.13852967
61510.jpg,0.0
60414.jpg,0.007708729
63862.jpg,0.0
62486.jpg,0.033817723
67749.jpg,0.0
61254.jpg,0.043507703
60641.jpg,0.0079300525
64248.jpg,0.016296688
65342.jpg,0.0
67385.jpg,0.06457399
60326.jpg,0.01923077
67674.jpg,0.023739956
62954.jpg,0.0
67356.jpg,0.0021505377
68954.jpg,0.010512038
68081.jpg,0.03220339
60155.jpg,0.006060606
65319.jpg,0.09983832
62523.jpg,0.0
68368.jpg,0.0014036183
63185.jpg,0.021180363
61191.jpg,0.0
61887.jpg,0.0279602
60356.jpg,0.005594406
69987.jpg,0.023784434
67361.jpg,0.10516216
62091.jpg,0.014913554
66821.jpg,0.015189347
68548.jpg,0.0
69624.jpg,0.020215053
60539.jpg,0.0025104603
68030.jpg,0.16945706
62508.jpg,0.0
68519.jpg,0.006405124
64815.jpg,0.012008734
67506.jpg,0.019107446
66108.jpg,0.006615878
69619.jpg,0.025658868
67781.jpg,0.04841006
67802.jpg,0.0013623978
62859.jpg,0.048800662
61723.jpg,0.0
68771.jpg,0.25280213
63809.jpg,0.08249681
67585.jpg,0.0
66205.jpg,0.027560864
60947.jpg,0.01047669
65916.jpg,0.02076809
64335.jpg,0.0
63720.jpg,0.0
68140.jpg,0.0
62624.jpg,0.28987283
61850.jpg,0.00010301844
67397.jpg,0.10622368
67418.jpg,0.0
68110.jpg,0.20324703
60659.jpg,0.07376126
68827.jpg,0.0
65404.jpg,0.0113840625
68988.jpg,0.0
65424.jpg,0.022529442
69711.jpg,0.0
69123.jpg,0.0038603107
64500.jpg,0.012145262
61517.jpg,0.13640782
66420.jpg,0.042975567
66536.jpg,0.0
68052.jpg,0.0
61918.jpg,0.109163344
68419.jpg,0.0
60888.jpg,0.03862745
65833.jpg,0.0038350911
69174.jpg,0.13753188
62742.jpg,0.052253015
66176.jpg,0.0067763794
65939.jpg,0.003343084
61167.jpg,0.0
66133.jpg,0.109550565
65519.jpg,0.10346058
65475.jpg,0.03234105
69847.jpg,0.021412471
60323.jpg,0.0047815694
62906.jpg,0.08490786
60273.jpg,0.007565689
60381.jpg,0.0
61092.jpg,0.013571475
61089.jpg,0.053052135
64748.jpg,0.11272125
68619.jpg,0.0
60091.jpg,0.014744864
63007.jpg,0.01042502
63953.jpg,0.059492677
63562.jpg,0.0433635
60347.jpg,0.004781873
65873.jpg,0.0036736762
62575.jpg,0.0
64679.jpg,0.0072930073
67660.jpg,0.009086444
66178.jpg,0.020676691
69130.jpg,0.019734193
60660.jpg,0.030622546
60224.jpg,0.0
64123.jpg,0.0
61380.jpg,0.010735373
62384.jpg,0.03517964
65191.jpg,0.096124925
67452.jpg,0.0
68399.jpg,0.0067942473
66712.jpg,0.0
65316.jpg,0.10813625
66139.jpg,0.005437245
61242.jpg,0.0
69363.jpg,0.0
63556.jpg,0.0
66316.jpg,0.05225384
68238.jpg,0.33687696
60322.jpg,0.100931495
66166.jpg,0.000109337416
61990.jpg,0.0
66386.jpg,0.0
60329.jpg,0.0
65507.jpg,0.0
60939.jpg,0.14563954
61896.jpg,0.0
63003.jpg,0.014981818
64129.jpg,0.005322226
68949.jpg,0.003610729
62282.jpg,0.0013905788
67353.jpg,0.03448763
68528.jpg,0.017285299
60153.jpg,0.0
67122.jpg,0.03642384
68626.jpg,0.009409919
65004.jpg,0.0
62382.jpg,0.06677669
68440.jpg,0.0031635559
66926.jpg,0.009483259
68094.jpg,0.050338093
66207.jpg,0.0
63243.jpg,0.057516575
68382.jpg,0.014581844
60041.jpg,0.0
61354.jpg,0.0033779219
64019.jpg,0.008837826
66206.jpg,0.050618168
68359.jpg,0.0
60862.jpg,0.22227548
66369.jpg,0.0028678975
67566.jpg,0.056185566
61402.jpg,0.0
64371.jpg,0.018698871
69918.jpg,0.0071680755
65432.jpg,0.02090823
65969.jpg,0.017761257
67087.jpg,0.007105767
65352.jpg,0.0046754675
61766.jpg,0.0052746246
67393.jpg,0.00078678207
68851.jpg,0.0015051174
61821.jpg,0.031406417
69942.jpg,0.16666667
69280.jpg,0.002737476
67941.jpg,0.04029623
61096.jpg,0.0
65179.jpg,0.018032996
68209.jpg,0.00012893244
63912.jpg,0.0
67387.jpg,0.026286794
66468.jpg,0.0032603026
63828.jpg,0.013146101
64448.jpg,0.0045789042
69765.jpg,0.011013215
68985.jpg,0.00013401233
61655.jpg,0.0018687912
65851.jpg,0.05165757
69272.jpg,0.031362128
66716.jpg,0.0038100076
64801.jpg,0.24624625
65458.jpg,0.0026742173
63053.jpg,0.005689001
69235.jpg,0.08966964
69102.jpg,0.047063116
64467.jpg,0.06276824
60106.jpg,0.029448694
67537.jpg,0.0661746
68932.jpg,0.0067470865
68380.jpg,0.04177778
63130.jpg,0.07789365
60797.jpg,0.0004025765
60856.jpg,0.0358396
62083.jpg,0.091885336
61417.jpg,0.005842259
68805.jpg,0.01053205
68217.jpg,0.109713204
69709.jpg,0.0
67028.jpg,0.020417688
66485.jpg,0.0014412189
62833.jpg,0.04231041
63485.jpg,0.005034764
66383.jpg,0.0029446408
68502.jpg,0.11600631
66025.jpg,0.269333
66875.jpg,0.0
61681.jpg,0.077240914
66908.jpg,0.26730713
60061.jpg,0.049750358
60774.jpg,0.0008810573
68815.jpg,0.0041846153
60674.jpg,0.12314396
68777.jpg,0.0012057532
69584.jpg,0.086935714
65516.jpg,0.016011363
69737.jpg,0.024096385
69821.jpg,0.0
69720.jpg,0.026776826
61159.jpg,0.010029561
67780.jpg,0.0028027561
68550.jpg,0.021279974
63791.jpg,0.0
69954.jpg,0.008207766
65564.jpg,0.0
65531.jpg,0.0
62131.jpg,0.0
67533.jpg,0.03154762
69422.jpg,0.0
68431.jpg,0.0
60775.jpg,0.0124504035
60802.jpg,0.0028335908
67209.jpg,0.0048556095
63032.jpg,0.0010685663
69146.jpg,0.13948551
68070.jpg,0.017270764
62413.jpg,0.06118202
61939.jpg,0.01638365
67592.jpg,0.0
64999.jpg,0.0
64124.jpg,0.028630838
68696.jpg,0.0057647964
68071.jpg,0.009589947
63209.jpg,0.013603925
66041.jpg,0.01566213
66872.jpg,0.0
68407.jpg,0.0
68059.jpg,0.007573068
68715.jpg,0.0026562104
63695.jpg,0.0
69574.jpg,0.047635976
68132.jpg,0.0
64785.jpg,0.0091982735
69781.jpg,0.07085682
62381.jpg,0.0
69690.jpg,0.001885822
68924.jpg,0.0
64997.jpg,0.019445686
66259.jpg,0.024582967
62534.jpg,0.10070176
68604.jpg,0.00025255713
62877.jpg,0.042961758
63772.jpg,0.0010772545
65736.jpg,0.033132065
68573.jpg,0.0
63391.jpg,0.017223459
65310.jpg,0.032247256
62147.jpg,0.0034383954
64180.jpg,0.2161227
62420.jpg,0.10694184
66521.jpg,0.06684564
66514.jpg,0.0027531355
68967.jpg,0.04822166
60798.jpg,0.22940595
60195.jpg,0.0
62210.jpg,0.0016518005
61083.jpg,0.0041983733
66816.jpg,0.037828635
68945.jpg,0.07398037
64755.jpg,0.0
68204.jpg,0.0
63011.jpg,0.030444056
63694.jpg,0.13596915
68797.jpg,0.06572935
66253.jpg,0.0
66860.jpg,0.124707066
68546.jpg,0.00084674003
66102.jpg,0.00081672653
61721.jpg,0.0
68374.jpg,0.12161507
65299.jpg,0.022696929
62607.jpg,0.0
60944.jpg,0.0
62219.jpg,0.033053692
69943.jpg,0.00018248174
60349.jpg,0.002793296
65147.jpg,0.049635038
65214.jpg,0.0
69359.jpg,0.0024788568
62357.jpg,0.013100887
62731.jpg,0.14113931
65434.jpg,0.023324167
67685.jpg,0.0
64249.jpg,0.018364824
62866.jpg,0.03811799
67165.jpg,0.0
69474.jpg,0.007007007
69133.jpg,0.001822504
66359.jpg,0.0
65963.jpg,0.00908642
61158.jpg,0.0
66847.jpg,0.03239391
62804.jpg,0.0037754232
66841.jpg,0.0
67816.jpg,0.18549447
65359.jpg,0.015605821
64674.jpg,0.0052799196
61746.jpg,0.016172146
60830.jpg,0.070628
64013.jpg,0.039872408
68083.jpg,0.009731877
68159.jpg,0.12257831
65187.jpg,0.24111241
63082.jpg,0.005510302
68767.jpg,0.011728395
68327.jpg,0.10674723
61563.jpg,0.0
61551.jpg,0.017477816
69750.jpg,0.0
67022.jpg,0.006457426
67823.jpg,0.0
68749.jpg,0.03635063
67427.jpg,0.009234609
69458.jpg,0.030499803
67573.jpg,0.012338833
66202.jpg,0.0
68321.jpg,0.050980393
64071.jpg,0.14582424
67035.jpg,0.0008673027
63423.jpg,0.02916945
63965.jpg,0.00013842747
64620.jpg,0.06538932
60003.jpg,0.11009623
64576.jpg,0.17197452
61927.jpg,0.0004818116
66432.jpg,0.03726708
61464.jpg,0.0006405124
66481.jpg,0.0
65595.jpg,0.075185694
68462.jpg,0.019486642
63228.jpg,0.02166065
61912.jpg,0.00085966045
69559.jpg,0.06868213
60625.jpg,0.0
68205.jpg,0.012568417
69076.jpg,0.089521684
69759.jpg,0.01965174
66986.jpg,0.012749446
64988.jpg,0.0
64876.jpg,0.013084112
61170.jpg,0.0
68223.jpg,0.0021109772
65840.jpg,0.028176984
63211.jpg,0.01440192
66262.jpg,0.001041047
65167.jpg,0.21715818
63574.jpg,0.0
61473.jpg,0.0
68122.jpg,0.008532893
66733.jpg,0.0054363376
60256.jpg,0.0068792994
67080.jpg,0.023696683
63100.jpg,0.0001155535
68332.jpg,0.0006878931
66567.jpg,0.031962357
60302.jpg,0.048843823
68642.jpg,0.004882018
66224.jpg,0.004274519
64922.jpg,0.0051229508
61025.jpg,0.0
65845.jpg,0.037532732
64571.jpg,0.008802817
66624.jpg,0.0029221778
61753.jpg,0.009169884
63459.jpg,0.015300776
64558.jpg,0.0075041936
65024.jpg,0.0
65753.jpg,0.00030048078
61148.jpg,0.11761676
68045.jpg,0.017043203
62314.jpg,0.0
67360.jpg,0.0018230262
68443.jpg,0.012882448
64334.jpg,0.09633612
60626.jpg,0.0062106727
61617.jpg,0.008052611
65667.jpg,0.115593486
61987.jpg,0.009647609
66688.jpg,0.023736514
68129.jpg,0.13261515
67011.jpg,0.016809039
68282.jpg,0.029290207
66710.jpg,0.0034157124
65207.jpg,0.0
63028.jpg,0.0
63737.jpg,0.034144893
67030.jpg,0.0007862665
63002.jpg,0.0
63609.jpg,0.0041728765
60962.jpg,0.03163571
60309.jpg,0.039125957
61494.jpg,0.047103412
67966.jpg,0.025506806
66054.jpg,0.0
63877.jpg,0.0
63496.jpg,0.0134192165
64959.jpg,0.004903006
65889.jpg,0.023960838
61385.jpg,0.027505165
60316.jpg,0.045122474
66081.jpg,0.03435688
60317.jpg,0.3343015
60134.jpg,0.030974632
61677.jpg,0.007823038
63350.jpg,0.004230566
69081.jpg,0.013946437
68845.jpg,0.0
66717.jpg,0.06955689
65456.jpg,0.0
69648.jpg,0.009499039
65752.jpg,0.0566233
63141.jpg,0.0007122507
65230.jpg,0.004366155
68655.jpg,0.0
63930.jpg,0.0011666343
61447.jpg,0.10595131
63139.jpg,0.011095701
61358.jpg,0.037809454
65575.jpg,0.003627413
67817.jpg,0.0064935065
68709.jpg,0.1640409
68778.jpg,0.007832526
69721.jpg,0.0004497751
63144.jpg,0.0
68690.jpg,0.049983338
61355.jpg,0.003650701
62750.jpg,0.0706422
67981.jpg,0.0
60756.jpg,0.017312448
61805.jpg,0.0550626
65536.jpg,0.012402088
69351.jpg,0.0
68876.jpg,0.06846586
63960.jpg,0.040328603
63031.jpg,0.029678483
66332.jpg,0.0056833318
62542.jpg,0.008288498
60760.jpg,0.0058504874
61691.jpg,0.053513575
68748.jpg,0.004080707
69163.jpg,0.055088785
68231.jpg,0.031160621
68561.jpg,0.00014912018
69037.jpg,0.0
68259.jpg,0.0076280944
64596.jpg,0.06271031
67400.jpg,0.011806131
61356.jpg,0.0013595482
62754.jpg,0.0016023807
64168.jpg,0.0
64498.jpg,0.0
63451.jpg,0.009209344
63363.jpg,0.0036443148
67207.jpg,0.0
64260.jpg,0.0057785576
68395.jpg,0.0
66667.jpg,0.0016386117
64446.jpg,0.0035003684
62696.jpg,0.094085015
68351.jpg,0.046863735
64489.jpg,0.021236433
65593.jpg,0.0430724
68693.jpg,0.07318484
64811.jpg,0.074771024
68990.jpg,0.19948106
60615.jpg,0.0
67806.jpg,0.04371193
69970.jpg,0.0
60593.jpg,0.044717886
65145.jpg,0.00039777247
60886.jpg,0.0
69122.jpg,0.0036161335
67938.jpg,0.009459992
61122.jpg,0.02621416
67732.jpg,0.00077930174
62618.jpg,0.0042796005
62925.jpg,0.017888391
69465.jpg,0.0
68142.jpg,0.0
65959.jpg,0.0154582765
64009.jpg,0.0
66024.jpg,0.0
63951.jpg,0.0
68047.jpg,0.013607156
63579.jpg,0.0
66859.jpg,0.0024937657
64680.jpg,0.03326713
68889.jpg,0.03356107
69071.jpg,0.00045057223
60700.jpg,0.011293921
68087.jpg,0.035506096
64537.jpg,0.12227442
65681.jpg,0.0
62536.jpg,0.007904658
69609.jpg,0.010289635
67065.jpg,0.01648859
60035.jpg,0.08071171
67855.jpg,0.0066992166
69541.jpg,0.00038372984
60054.jpg,0.0715853
69143.jpg,0.06228561
68551.jpg,0.0014309564
61847.jpg,0.0
68969.jpg,0.011807548
60892.jpg,0.020091528
64265.jpg,0.017250821
67874.jpg,0.0
61623.jpg,0.011856986
68213.jpg,0.0
60808.jpg,0.0035852573
61335.jpg,0.0022764227
61947.jpg,0.0
68813.jpg,0.0030272452
63944.jpg,0.075458065
61021.jpg,0.06681947
64364.jpg,0.0
68980.jpg,0.0
60340.jpg,0.19489017
66812.jpg,0.0035944004
68542.jpg,0.07736443
63039.jpg,0.1545396
65909.jpg,0.054054055
63989.jpg,0.023048718
68650.jpg,0.0076133143
67274.jpg,0.009610584
65965.jpg,0.0009081003
65333.jpg,0.0381975
65138.jpg,0.0070448196
61175.jpg,0.083318986
69627.jpg,0.0
66393.jpg,0.22736824
63005.jpg,0.0
62184.jpg,0.0
65713.jpg,0.0
68060.jpg,0.0044945725
60190.jpg,0.0055049756
66901.jpg,0.017366413
67094.jpg,0.0
69399.jpg,0.015977303
64805.jpg,0.0008777705
62615.jpg,0.23581868
62923.jpg,0.0
61616.jpg,0.01364909
64871.jpg,0.00220022
68360.jpg,0.000665336
65484.jpg,0.0070733866
67636.jpg,0.0
60364.jpg,0.06472552
65877.jpg,0.0055975006
66868.jpg,0.0
64705.jpg,0.0
66290.jpg,0.02056192
63569.jpg,0.030108128
62479.jpg,0.25245124
69636.jpg,0.00028587764
62281.jpg,0.00248825
69653.jpg,0.048609033
60076.jpg,0.017362442
61177.jpg,0.0
62957.jpg,0.0
67756.jpg,0.004759638
68948.jpg,0.0
63086.jpg,0.015661875
60498.jpg,0.009527513
67757.jpg,0.0010089251
63769.jpg,0.06246003
68834.jpg,0.21576291
66785.jpg,0.025974026
62163.jpg,0.03224865
68846.jpg,0.06981318
69332.jpg,0.008967674
67643.jpg,0.18757954
63338.jpg,0.043613706
60651.jpg,0.0
69323.jpg,0.00231899
63402.jpg,0.0014254039
67447.jpg,0.05805165
68019.jpg,0.01986861
68192.jpg,0.0034965035
65830.jpg,0.003885004
65108.jpg,0.0
63940.jpg,0.00059417705
61692.jpg,0.13832878
62008.jpg,0.061282124
67735.jpg,0.0
63443.jpg,0.0
65948.jpg,0.0
62814.jpg,0.15535372
68531.jpg,0.025134856
